-0.1537947,0.2125772,0.7262497,-0.0196357,-0.0043994,0.062042,0.0342178,0.0037032,-0.031271,0.7018866,0.1756914,0.9808294,13.5365858,-1.4024391,-1.9207318,-0.0492813,-0.4937617,36.711483,-2.3273821,-0.1063374,1.6569225,3.6167789,-0.002998,0.0465344,1276,1123,60.4631958
-0.1547046,0.2140984,0.7267002,-0.0181145,-0.0053093,0.0615914,0.0491828,-0.0275034,-0.0194335,0.2348625,-0.2461092,0.8131002,-18.5060978,-6.7378049,0.7621951,-0.1941653,-0.451037,36.8851242,-1.1196055,0.0314269,-1.9301361,3.6161208,-0.0028789,0.0464965,1268,1142,60.5232353
-0.1553995,0.2161298,0.7267318,-0.0160831,-0.0060042,0.0615599,0.0253665,0.0011158,-0.0015736,0.5706658,-0.2166277,0.8550518,10.3658543,5.5182929,-1.4939024,-0.2894408,-0.4527506,37.1680183,-2.2117321,-0.1629448,1.1838517,3.6162236,-0.0028144,0.0464979,1284,1149,60.58321
-0.1558543,0.2175105,0.7260123,-0.0147024,-0.006459,0.0622794,0.0149864,0.0147218,0.0132108,0.6770974,-0.017366,0.6530332,-4.359756,3.8719513,1.8292683,-0.200786,-0.4273911,37.4358101,-1.7277526,-0.1655719,-3.2360411,3.6173089,-0.0028806,0.0464708,1291,1142,60.6431465
-0.1561863,0.2185844,0.725264,-0.0136285,-0.006791,0.0630277,0.0188434,-0.0051856,0.0096989,0.3670197,0.1113953,0.7290419,-2.2560976,3.9634144,-0.8231708,-0.0673644,-0.3920722,37.415554,-1.7365143,-0.1881905,0.3869474,3.6185534,-0.0029958,0.0464386,1268,1163,60.7031631
-0.1561708,0.2191191,0.7244815,-0.0130938,-0.0067755,0.0638102,0.0067002,0.011943,0.0014234,0.4835568,0.2463449,0.7418833,1.7987804,-4.2682929,-1.1890244,-0.0453487,-0.3328917,37.3181801,-1.8939831,-0.0750217,0.8841817,3.6199179,-0.0030073,0.0463863,1276,1129,60.7631493
-0.1559984,0.2192387,0.7239295,-0.0129742,-0.0066032,0.0643622,-0.0070846,0.0027645,0.0146055,0.260825,0.1796621,0.6990017,-4.0853658,-2.7439024,-0.0609756,-0.163962,-0.2582904,37.5557365,-1.6518826,-0.0882749,-0.6481524,3.6208584,-0.0029128,0.046327,1289,1121,60.8231697
-0.1558335,0.2189702,0.7235782,-0.0132426,-0.0064383,0.0647135,-0.0159037,-0.0002718,0.0137687,0.1719878,0.2151979,0.6866539,-2.0731707,-0.2134146,-1.1280488,-0.1964976,-0.2225475,37.5634041,-1.7024702,-0.1318901,0.8559398,3.6219268,-0.0028928,0.0462902,1267,1139,60.8831863
-0.1556712,0.2185443,0.7232017,-0.0136686,-0.0062759,0.06509,-0.019142,0.0003844,0.0174308,0.100577,0.4441408,0.6995366,-3.1097562,4.0853658,0.2134146,-0.071395,-0.1729929,37.6441269,-1.6529634,-0.2308424,-1.0290654,3.6230898,-0.0029882,0.0462392,1271,1146,60.9431343
-0.1553551,0.2176011,0.7226803,-0.0146118,-0.0059599,0.0656114,-0.0242597,-0.0209177,0.0305343,-0.148887,0.5860655,0.6485387,-4.4512196,0.0914634,-0.7317073,-0.0179849,-0.1772431,37.8817368,-1.5647299,-0.1890307,0.342555,3.6244121,-0.0030515,0.0462295,1271,1158,61.0032196
-0.1551031,0.2165685,0.7222272,-0.0156444,-0.0057078,0.0660645,-0.0343537,0.0028914,0.0093126,0.1247193,0.5285397,0.6319118,1.9817072,-6.5853662,-0.1219512,-0.1441049,-0.1615338,37.5646973,-1.831333,-0.0715261,-0.4899497,3.6253791,-0.0029395,0.0462189,1296,1142,61.0631523
-0.1547169,0.2132108,0.7211745,-0.0190021,-0.0053216,0.0671172,-0.0475305,0.0063747,0.0144052,0.2074142,0.3965271,0.6213898,4.5121951,-5.1219511,-2.8048782,-0.3711149,-0.1792756,37.6864319,-1.9397137,-0.070579,3.2683063,3.6263843,-0.0027629,0.0462256,1288,1157,61.1232185
-0.1545457,0.2116233,0.720718,-0.0205896,-0.0051504,0.0675737,-0.051105,0.0097775,0.0250339,0.2738149,0.2022106,0.5606081,-2.195122,-3.8109758,1.9817072,-0.5497937,-0.1896926,37.8795013,-1.7347654,-0.0636683,-3.3550212,3.6275201,-0.0026226,0.046253,1291,1145,61.1831665
-0.1540016,0.20834,0.7198623,-0.0238729,-0.0046063,0.0684294,-0.0392729,0.0332558,0.0066662,0.7003648,0.1243082,0.6953592,7.6829271,-1.4634147,-3.2317073,-0.5988277,-0.2700462,37.620079,-2.1559784,-0.0862848,3.7854376,3.6289146,-0.0025809,0.0463042,1298,1157,61.2431183
-0.1541961,0.2069449,0.7194865,-0.0252679,-0.0048008,0.0688052,-0.0485659,0.0045204,0.0166512,0.4096077,0.210609,0.5032206,-4.9695125,0.8231708,2.1646342,-0.6166615,-0.3155988,37.8024864,-1.6639534,-0.1347613,-3.5488973,3.6299396,-0.0025764,0.0463399,1281,1166,61.3032341
-0.1536452,0.2017316,0.7184977,-0.0304813,-0.0042499,0.069794,-0.0580931,0.0041252,3.58E-05,0.5212716,0.3741993,0.4123791,5.4573174,-1.6768293,-1.7682927,-0.6639943,-0.385401,37.5743179,-2.0428634,-0.1133889,2.0382192,3.6308854,-0.0025328,0.0464022,1254,1134,61.3632088
-0.1529239,0.1983589,0.7184294,-0.033854,-0.0035286,0.0698622,-0.0440794,-0.0172895,-0.004735,0.3630484,0.0865616,0.4536065,2.7134147,-6.890244,0.945122,-0.8255239,-0.4342973,37.4997368,-1.914384,0.0072751,-1.7924906,3.6310973,-0.0024011,0.0464415,1298,1125,61.4231339
-0.1519824,0.1951452,0.7188866,-0.0370676,-0.0025871,0.0694051,-0.0486821,4.83E-05,0.0163507,0.6482,0.1561727,0.3972619,-6.0060978,5.5792685,-0.5182927,-0.8713749,-0.4724116,37.8196526,-1.6847249,-0.1967709,0.3115402,3.6307909,-0.0023702,0.046466,1293,1145,61.4831581
-0.1514712,0.1939683,0.7191778,-0.0382446,-0.0020759,0.0691139,-0.0458461,0.018872,-0.0135756,0.8320337,0.3040365,0.3936089,-1.6158537,-1.9817072,-0.3963415,-0.7846013,-0.4311807,37.3277588,-1.8518184,-0.0966867,0.1408401,3.6302099,-0.0024262,0.046444,1290,1117,61.5431213
-0.1507678,0.1927792,0.7195044,-0.0394337,-0.0013725,0.0687873,-0.0672126,0.0071669,-0.0019097,0.6874646,0.514219,0.406606,2.4390244,1.8597561,-1.5548781,-0.7925128,-0.426353,37.4990578,-1.9712465,-0.1826891,1.7446976,3.629158,-0.0024291,0.0464262,1276,1120,61.6031914
-0.1495321,0.1907331,0.7203913,-0.0414797,-0.0001368,0.0679004,-0.0254041,0.0282687,-0.0141335,0.865873,-0.0004696,0.3902227,-2.2865853,-7.2256103,0.7926829,-0.9192208,-0.3389645,37.2578354,-1.8310972,0.0275398,-1.5173467,3.6277652,-0.0023138,0.046369,1263,1152,61.6631584
-0.1480923,0.1889589,0.7213072,-0.043254,0.001303,0.0669845,-0.044226,0.0302911,-0.0187683,0.8389726,0.2412431,0.3904701,0.9756098,7.0731707,-1.0670732,-0.906757,-0.2862282,37.149601,-1.9322759,-0.2271564,1.0802174,3.6264234,-0.0023332,0.0463033,1266,1147,61.7232056
