0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,15.8452902
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,15.9032526
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,15.9612522
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.0192528
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.0772552
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.135252
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.1932526
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.2512531
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.3092556
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.3672523
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.425293
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.4832516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.5412521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.5992527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.6572533
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.7152519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.7732525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.8312531
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.8892517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,16.9472523
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2680001,0,0,0,0,0,0,17.0052528
