0.0620282,0.0679818,0.1509884,0,0,0,0,0,0,0.8651645,-1.7374591,0.0416254,-0.0609756,0.0304878,0.0609756,3.5999999,0,0,0,0,0,0,17.9256878,-0.02
0.0620288,0.0679784,0.1509809,0,0,0,0,0,0,0.8700197,-1.7339729,0.0391015,0,0.0609756,0,3.5999999,0,0,0,0,0,0,17.9837704,-0.02
0.0620272,0.0679799,0.1509818,0,0,0,0,0,0,0.8743478,-1.7828296,0.0428889,0.0304878,-0.0304878,0.0914634,3.5999999,0,0,0,0,0,0,18.0417805,-0.02
0.0620238,0.0679829,0.1509798,0,0,0,0,0,0,0.8769767,-1.7811124,0.0428861,-0.0304878,0,0,3.5999999,0,0,0,0,0,0,18.0997753,-0.02
0.0620162,0.0679832,0.1509829,0,0,0,0,0,0,0.8820136,-1.7272048,0.0416521,0,0.0304878,0,3.5999999,0,0,0,0,0,0,18.1581593,-0.02
0.062022,0.0679775,0.1509852,0,0,0,0,0,0,0.8856232,-1.7736573,0.0428407,0.0304878,0.0914634,0.0304878,3.5999999,0,0,0,0,0,0,18.21628,-0.02
0.0620237,0.0679827,0.1509861,0,0,0,0,0,0,0.8907461,-1.7191716,0.0395383,0,0.0609756,0.0304878,3.5999999,0,0,0,0,0,0,18.2742748,-0.02
0.0620224,0.0679892,0.1509839,0,0,0,0,0,0,0.8957106,-1.7676933,0.0428477,-0.0304878,0.0304878,0.0304878,3.5999999,0,0,0,0,0,0,18.3322792,-0.02
0.0620223,0.0679828,0.1509815,0,0,0,0,0,0,0.8976045,-1.7653469,0.0428539,-0.0609756,0.0304878,0.0304878,3.5999999,0,0,0,0,0,0,18.3906708,-0.02
0.0620272,0.0679788,0.1509887,0,0,0,0,0,0,0.90142,-1.7631606,0.0428047,0.0304878,0,0.0304878,3.5999999,0,0,0,0,0,0,18.4487743,-0.02
0.0620302,0.0679865,0.1509818,0,0,0,0,0,0,0.9065264,-1.7611594,0.0428371,0.0304878,0,0.0304878,3.5999999,0,0,0,0,0,0,18.5067806,-0.02
0.0620296,0.0679872,0.1509766,0,0,0,0,0,0,0.9088562,-1.7591428,0.0443309,-0.0304878,0.0304878,0.0304878,3.5999999,0,0,0,0,0,0,18.5647907,-0.02
0.0620266,0.067994,0.1509784,0,0,0,0,0,0,0.9146518,-1.7576823,0.0428871,0,0.0304878,0.0304878,3.5999999,0,0,0,0,0,0,18.6232109,-0.02
0.0620193,0.0679893,0.1509804,0,0,0,0,0,0,0.9188207,-1.7543501,0.0428601,0.0609756,0.0304878,0.0304878,3.5999999,0,0,0,0,0,0,18.6812801,-0.02
0.0620201,0.0679842,0.1509784,0,0,0,0,0,0,0.9230446,-1.7510116,0.042888,-0.0304878,0.0609756,0.0609756,3.5999999,0,0,0,0,0,0,18.7392807,-0.02
0.0620293,0.0679871,0.1509818,0,0,0,0,0,0,0.9265177,-1.7501961,0.0428826,0,0,0.0304878,3.5999999,0,0,0,0,0,0,18.7972717,-0.02
0.0620271,0.0679819,0.1509794,0,0,0,0,0,0,0.9319654,-1.7480018,0.0428962,-0.0304878,0,0.0609756,3.5999999,0,0,0,0,0,0,18.8556652,-0.02
0.0620173,0.0679753,0.1509732,0,0,0,0,0,0,0.9366295,-1.7459573,0.0429149,0.0304878,0.0304878,0.0304878,3.5999999,0,0,0,0,0,0,18.9137802,-0.02
0.0620197,0.0679846,0.1509771,0,0,0,0,0,0,0.940713,-1.7434345,0.0429346,0,0.0304878,0.0304878,3.5999999,0,0,0,0,0,0,18.971777,-0.02
0.0620248,0.0679807,0.1509804,0,0,0,0,0,0,0.9452592,-1.7416662,0.0439881,0,0.0304878,0.0304878,3.5999999,0,0,0,0,0,0,19.0297756,-0.02
0.0620217,0.0679816,0.1509854,0,0,0,0,0,0,0.9492843,-1.7385281,0.0429882,0.0304878,0.0304878,0.0609756,3.5999999,0,0,0,0,0,0,19.0882416,-0.02
0.0620119,0.0679786,0.150989,0,0,0,0,0,0,0.9544865,-1.7342597,0.0429105,0,0.0304878,0.0304878,3.5999999,0,0,0,0,0,0,19.1462784,-0.02
0.0620198,0.0679838,0.1509804,0,0,0,0,0,0,0.959194,-1.7324671,0.0429871,0.0609756,0,0.0304878,3.5999999,0,0,0,0,0,0,19.2042751,-0.02
0.0620213,0.0679818,0.1509849,0,0,0,0,0,0,0.9643732,-1.6778516,0.0401184,0.0304878,0.0609756,0.0609756,3.5999999,0,0,0,0,0,0,19.2622776,-0.02
0.0620258,0.0679873,0.1509767,0,0,0,0,0,0,0.9673806,-1.674781,0.0416205,-0.0609756,0,0.0609756,3.5999999,0,0,0,0,0,0,19.3206367,-0.02
0.0620257,0.067987,0.1509867,0,0,0,0,0,0,0.9699357,-1.7242717,0.0428886,-0.0304878,0,0.0609756,3.5999999,0,0,0,0,0,0,19.3787746,-0.02
0.0620272,0.0679862,0.1509844,0,0,0,0,0,0,0.9741794,-1.7216508,0.0429111,0,0.0914634,0.0304878,3.5999999,0,0,0,0,0,0,19.4367752,-0.02
0.0620193,0.0679888,0.1509775,0,0,0,0,0,0,0.9781782,-1.718994,0.0418169,0,0.0304878,0.0304878,3.5999999,0,0,0,0,0,0,19.4947777,-0.02
0.0620217,0.0679883,0.1509825,0,0,0,0,0,0,0.9811347,-1.7159874,0.0428815,-0.0304878,0.0304878,0,3.5999999,0,0,0,0,0,0,19.5532207,-0.02
0.062024,0.0679889,0.1509819,0,0,0,0,0,0,0.9840866,-1.7148817,0.0415505,0,0,0.0304878,3.5999999,0,0,0,0,0,0,19.6112709,-0.02
0.0620236,0.0679905,0.1509805,0,0,0,0,0,0,0.9868701,-1.6618683,0.0416047,0,0.0304878,0.1219512,3.5999999,0,0,0,0,0,0,19.6692791,-0.02
